sender,receiver,text_content,translated_text_content,vader_score,time stamp,cleaned_text,sender_group1,sender_group2,sender_project1,sender_project2,receiver_group1,receiver_group2,receiver_project1,receiver_project2
34,32,"食パン写り込みはもはやまともだろおい🍞
でも最初の数秒はちゃんと我慢したよ","The bread in the picture is pretty decent now
But I held back for the first few seconds",0.2732,Sun Jun 01 13:40:37 +0000 2025,"食パン写り込みはもはやまともだろおい
でも最初の数秒はちゃんと我慢したよ",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,34,このシリーズ大好き😂,I love this series,0.6369,Sun Jun 01 13:15:37 +0000 2025,このシリーズ大好き,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,29,"わーうれしい🙈

小鈴ちゃんとふーちゃんにもマントついたらびっくりするほどたなびかせてみせるから、任せてね🦖","I'm so happy

If Kozu-chan and Fu-chan are also wearing capes, I'll make them sway so surprisingly well, so leave it to me",0.8588,Sun Jun 01 13:26:53 +0000 2025,"わーうれしい

小鈴ちゃんとふーちゃんにもマントついたらびっくりするほどたなびかせてみせるから、任せてね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
37,35,"ありがとおおお！！！！！！！！
お土産お楽しみに🥹💖","Thank you! ! ! ! ! ! ! !
Enjoy souvenirs",0.7825,Fri Jul 11 11:09:16 +0000 2025,"ありがとおおお！！！！！！！！
お土産お楽しみに",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,37,"お土産もらえるの！！
楽しみにしてる！いろいろお話も聞かせてね💖","You can get a souvenir! !
I'm looking forward to it! Let me tell you a lot of stories too",0.0,Fri Jul 11 14:33:40 +0000 2025,"お土産もらえるの！！
楽しみにしてる！いろいろお話も聞かせてね",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
42,35,𝓚𝓲𝓼𝓼…,𝓚𝓲𝓼𝓼…,0.0,Sat Jun 28 03:51:34 +0000 2025,𝓚𝓲𝓼𝓼…,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,42,𝓢𝓮𝔁𝔂 𝓜𝓮𝓷𝓽𝓪𝓲𝓴𝓸…,𝓢𝓮𝔁𝔂 𝓜𝓮𝓷𝓽𝓪𝓲𝓴𝓸…,0.0,Sat Jun 28 04:04:22 +0000 2025,𝓢𝓮𝔁𝔂 𝓜𝓮𝓷𝓽𝓪𝓲𝓴𝓸…,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
39,35,ひとみ....................................特大らぶ.....見守っててくれてありがとう😭♡,Hitomi.... Extra large love.... Thank you for watching over me,0.7717,Sun Jun 22 12:09:22 +0000 2025,ひとみ....................................特大らぶ.....見守っててくれてありがとう,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,39,"みー！！！！
ほんとだいすき素敵すぎた会ったら感想言うからね！！！！！！！","Me! ! ! !
I really love it, and I'll tell you my thoughts when I meet you! ! ! ! ! ! !",0.7691,Sun Jun 22 14:22:45 +0000 2025,"みー！！！！
ほんとだいすき素敵すぎた会ったら感想言うからね！！！！！！！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
43,35,ひとみの可愛さにつられて、夏も遊びに来ちゃったね,Hitomi's cuteness made me come to visit in the summer too,0.5106,Tue Jun 17 05:56:50 +0000 2025,ひとみの可愛さにつられて、夏も遊びに来ちゃったね,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,43,夏もいいけどほのけともあそびたいなぁ〜,"Summer is great, but I want to play with Honoke too",0.7269,Tue Jun 17 06:26:33 +0000 2025,夏もいいけどほのけともあそびたいなぁ〜,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
43,35,kiss…♡,kiss...,0.4215,Thu May 08 15:19:55 +0000 2025,kiss…,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,43,ちゅ❤︎,Chu︎,0.0,Fri May 09 12:13:42 +0000 2025,ちゅ︎,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
37,35,"ありがとうございます
愛を込めて、お誕生日おめでとう💖","Thank you
Happy birthday with love",0.886,Fri May 09 03:11:43 +0000 2025,"ありがとうございます
愛を込めて、お誕生日おめでとう",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,37,愛を込めて、だまゆありがとう！,"Thank you, Damayu with love!",0.7901,Fri May 09 12:14:42 +0000 2025,愛を込めて、だまゆありがとう！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
61,35,"ひとみん
お誕生日おめでとう🎂
いつまでも女神でいてください。

ただのオタクより...👼","Hitomi
happy birthday
Stay a goddess forever.

More than just a nerd...",0.3612,Fri May 09 03:46:10 +0000 2025,"ひとみん
お誕生日おめでとう
いつまでも女神でいてください。

ただのオタクより...",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,61,"れなち🥹✨✨
女神？！うれしすぎるよ！！
ありがとう！らぶだ❤︎","goddess? ! I'm so happy! !
thank you! Love it!",0.9309,Fri May 09 12:20:33 +0000 2025,"れなち
女神？！うれしすぎるよ！！
ありがとう！らぶだ︎",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
45,35,"ひとみん！お誕生日おめでとう🫶！
ひとみんに会えるといつも嬉しい☺️","Hitomi! happy birthday!
I'm always happy to meet Hitomi",0.8395,Fri May 09 12:21:46 +0000 2025,"ひとみん！お誕生日おめでとう！
ひとみんに会えるといつも嬉しい",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
35,45,"りょうこちゃん…🥹！
ありがとう！わたしも嬉しい！
いっしょにお酒ものみに行ってみたいな！","Ryoko-chan...!
thank you! I'm happy too!
I'd like to go out drinking together!",0.871,Fri May 09 13:30:56 +0000 2025,"りょうこちゃん…！
ありがとう！わたしも嬉しい！
いっしょにお酒ものみに行ってみたいな！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
42,37,に゛あ゛う゛よ゛！！！！！！！！！,!! ! ! ! ! ! ! ! !,0.0,Wed Jun 04 11:30:57 +0000 2025,に゛あ゛う゛よ゛！！！！！！！！！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
37,42,似合ってるよ！！！！！！！いっぱい言ってあげよう、似合ってるよ咲耶綺麗だよ🥹🥹,"It suits you! ! ! ! ! ! ! Let me tell you a lot, it suits you, Sakuya is beautiful",0.7243,Wed Jun 04 11:36:23 +0000 2025,似合ってるよ！！！！！！！いっぱい言ってあげよう、似合ってるよ咲耶綺麗だよ,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
53,38,いってらっしゃいー！！！！！！！,Please come! ! ! ! ! ! !,0.5374,Fri Jun 20 14:45:01 +0000 2025,いってらっしゃいー！！！！！！！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
53,38,かんわいいい,It's so good,0.5777,Wed May 21 14:09:08 +0000 2025,かんわいいい,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
38,53,さやかといい勝負してる?,Are you having a good match with Sayaka?,0.4404,Wed May 21 14:10:02 +0000 2025,さやかといい勝負してる?,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
37,38,Twinkie way、最初のシルエットの時点で歓声が上がるの最高👏👏,"Twinkie way, the best thing that cheers at the first silhouette",0.8074,Mon May 12 08:42:17 +0000 2025,Twinkie way、最初のシルエットの時点で歓声が上がるの最高,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
38,37,"めぐるの歌い出しでいっつも泣いてる
ほんでサビで号泣してる","I always cry when Meguru starts singing
I'm crying in the chorus",0.7351,Mon May 12 08:47:26 +0000 2025,"めぐるの歌い出しでいっつも泣いてる
ほんでサビで号泣してる",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
45,40,"かりんちゃーん！お誕生日おめでとう！！！！
ショートもとっても似合うなぁと思いながら眺めてる😌🙏良き歳を✨✨","Karinchan! happy birthday! ! ! !
I look at the good old age, thinking that shorts would look great in the best.",0.9522,Mon May 26 09:57:09 +0000 2025,"かりんちゃーん！お誕生日おめでとう！！！！
ショートもとっても似合うなぁと思いながら眺めてる良き歳を",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
40,45,"りょんちゃーん！優しい…ありがとう🥲🥲🥲💕
新しいアイコンかわいいです！","Ryon-chan! Kind...thank you
The new icon is so cute!",0.6652,Mon May 26 14:04:06 +0000 2025,"りょんちゃーん！優しい…ありがとう
新しいアイコンかわいいです！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
37,41,ありがとう！！！！！パワー受け取った！！！！！！！！✨✨✨,Thank you! ! ! ! ! I received the power! ! ! ! ! ! ! !,0.5673,Sun Jul 13 03:27:45 +0000 2025,ありがとう！！！！！パワー受け取った！！！！！！！！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
58,41,"えへへ嬉しいありがとう！！🥰🥰
またあとでね〜！！！🫶🏻","Hehe, thank you so much! !
See you later! ! !",0.5673,Fri Jun 27 06:05:55 +0000 2025,"えへへ嬉しいありがとう！！
またあとでね〜！！！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
40,41,わたしの写真はなんで撮ってくれなかったんですか😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡喧嘩です！！！！！！！！卍,Why didn't you take my photos? It's a fight! ! ! ! ! ! ! ! Swashi,0.5815,Mon Jun 23 13:55:49 +0000 2025,わたしの写真はなんで撮ってくれなかったんですか喧嘩です！！！！！！！！卍,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
41,40,タイミング合わな過ぎてぴえんだったけど次は更にめーーーっちゃ可愛く撮るから待っててね！！！！！！🔥🔥🔥卍卍卍卍,"The timing wasn't right so I couldn't get it, but next time I'll take a picture even more cute, so wait! ! ! ! ! !インドラインド",0.7655,Mon Jun 23 14:07:04 +0000 2025,タイミング合わな過ぎてぴえんだったけど次は更にめーーーっちゃ可愛く撮るから待っててね！！！！！！卍卍卍卍,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
43,41,"なんとも言えない表情 笑
似合ってるよん😘","An indescribable expression lol
It suits you",0.4215,Wed Jun 18 04:45:12 +0000 2025,"なんとも言えない表情 笑
似合ってるよん",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
41,43,"うへへ笑ありがとですっ嬉ぴよぴよです🕊️🫶
この鳥ちゃん達も連れて福岡で羽ばたいて参りますっ🕊️🔥","Uhehe lol Thank you so much, I'm happy
I'll take these birds and fly my wings in Fukuoka too.",0.8505,Fri Jun 20 15:00:35 +0000 2025,"うへへ笑ありがとですっ嬉ぴよぴよです
この鳥ちゃん達も連れて福岡で羽ばたいて参りますっ",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
53,42,わかる！！！,I understand! ! !,0.0,Sun Jul 06 13:09:26 +0000 2025,わかる！！！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
42,53,"え！？？？！！今きづいた
北原さんもそう思ってたんだ…💗💗💗💗","What! ? ? ? ! ! I just heard
Kitahara thought so too...",0.0,Thu Jul 10 18:23:01 +0000 2025,"え！？？？！！今きづいた
北原さんもそう思ってたんだ…",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
43,42,ラブな感じもよろしくお願いします,Please also have a lovey-dovey feel,0.3182,Thu Jul 03 10:59:36 +0000 2025,ラブな感じもよろしくお願いします,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
42,43,"なんだこいつ！！！！！！！
🫶ラブ","What is this guy! ! ! ! ! ! !
Love",0.7482,Thu Jul 03 12:05:32 +0000 2025,"なんだこいつ！！！！！！！
ラブ",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
38,42,やるやんしお,I'll do it,0.0,Mon Jun 23 11:02:03 +0000 2025,やるやんしお,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
42,38,そっちのしおもやるじゃん,I'll do that too,0.0,Mon Jun 23 11:12:29 +0000 2025,そっちのしおもやるじゃん,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
38,42,！？？？？？？？？,! ? ? ? ? ? ? ? ?,0.0,Thu May 29 07:18:38 +0000 2025,！？？？？？？？？,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
42,38,さすがに毎日食べる,I think I eat it every day,0.0,Thu May 29 07:30:17 +0000 2025,さすがに毎日食べる,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
45,43,"速すぎて…見えない…ッ
てならないように
動体視力きたえとくね！！","It's too fast... I can't see...
Don't let it go
I feel like my dynamic vision is getting better! !",0.8619,Fri Jun 13 04:41:32 +0000 2025,"速すぎて…見えない…ッ
てならないように
動体視力きたえとくね！！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
43,45,まずは右隣に気をつけな、すごい角度でボケる人がいるかもしれん,"First of all, be careful next to the right, and there may be some people who get a joke at a great angle.",0.7845,Fri Jun 13 06:44:29 +0000 2025,まずは右隣に気をつけな、すごい角度でボケる人がいるかもしれん,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
39,44,"はあ〜〜〜かわいい😩💚
我が指ながら良い仕事しました","Ahhh so cute
I did a good job with my finger",0.7761,Sun May 11 14:39:26 +0000 2025,"はあ〜〜〜かわいい
我が指ながら良い仕事しました",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
44,39,みーー(；；)音声入りバージョンは私だけの宝物🩷🩷美しい指も出演してくれてありがとう…BIG LOVE…,"Mee (;;) Thank you for appearing in the audio version, my treasured beautiful fingers...BIG LOVE...",0.9426,Mon May 12 01:32:21 +0000 2025,みーー(；；)音声入りバージョンは私だけの宝物美しい指も出演してくれてありがとう…BIG LOVE…,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
21,46,お姉ちゃん！とっても需要ありましゅ！とっても可愛いでしゅーーーーーーーーー！🥹🤍ྀི🤍ྀི🤍ྀི,Big sister! There's a lot of demand! It's so cute! ྀིྀི,0.5674,Tue Jul 15 13:07:00 +0000 2025,お姉ちゃん！とっても需要ありましゅ！とっても可愛いでしゅーーーーーーーーー！ྀིྀིྀི,Liella!,,Lovelive!,,Shinymas,,Idolm@ster,
46,21,"ありがとう〜〜〜！✨✨✨
どちらも彩にあげるからね〜☺️✨

まだわたしはこれをオシャレに着られないから、彩に着こなして欲しい……🐈‍⬛🐟","Thank you~~!
I'll give it both to color

I can't wear this stylishly yet, so I want Sai to wear it...",0.522,Wed Jul 16 01:58:57 +0000 2025,"ありがとう〜〜〜！
どちらも彩にあげるからね〜

まだわたしはこれをオシャレに着られないから、彩に着こなして欲しい……",Shinymas,,Idolm@ster,,Liella!,,Lovelive!,
40,46,"ぴっ、ぴよちゃん？！？！？

ありがてぇお言葉だ…😚しゅき…","Pi, Piyo-chan? ! ? ! ?

Thank you very much... I'm so happy...",0.8543,Sun Jul 13 07:42:22 +0000 2025,"ぴっ、ぴよちゃん？！？！？

ありがてぇお言葉だ…しゅき…",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
46,40,"ドキドキするけど、絶対買うね……！🤍
今日山梨のイベントでも、デカめの声で宣伝しておきました☺️✨
かりんちゃんの魅力、全国に届け〜！🍑","It's exciting, but I'll definitely buy it...!
I also promoted it with a huge voice at an event in Yamanashi today.
Karin-chan's charms are delivered all over the country!",0.9496,Sun Jul 13 10:43:41 +0000 2025,"ドキドキするけど、絶対買うね……！
今日山梨のイベントでも、デカめの声で宣伝しておきました
かりんちゃんの魅力、全国に届け〜！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
21,46,"ひよりお姉ちゃんお誕生日おめでとうございますᐠ( ᐢᐤᐢ )ᐟ🤍ྀི🤍ྀི🤍ྀི
ひよさんのあたたかい雰囲気がとてもとても好きです( .  ̫ . )
素敵な一年になりますように🤍ྀི","Happy birthday Hiyori Sister ᐠ( ᐢᐤᐢ )ᐟྀིྀིྀི
I really love Hiyo's warm atmosphere ( . ̫ . )
I hope you have a wonderful year",0.9513,Sat Jun 21 04:24:27 +0000 2025,"ひよりお姉ちゃんお誕生日おめでとうございますᐠ( ᐢᐤᐢ )ᐟྀིྀིྀི
ひよさんのあたたかい雰囲気がとてもとても好きです( .  ̫ . )
素敵な一年になりますようにྀི",Liella!,,Lovelive!,,Shinymas,,Idolm@ster,
46,21,"えもﾁｭﾜﾝ☺️🫶　ありがとう〜！🤍
こちらこそ、えもちゃんの情熱的にお仕事を楽しむ姿にパワーをもらっているよ！🔥
山梨でえもちゃんとイベントできる夏が楽しみでしょうがないよー！🗻✨✨✨
これからもよろしくね！🌟","Emo, thank you so much!
This is what I'm really inspired by Emo's passionate view of her work!
I can't help but look forward to the summer when we can have an event in Yamanashi, Emo-chan!
Please continue to look forward to it in the future!",0.8265,Sat Jun 21 11:19:00 +0000 2025,"えもﾁｭﾜﾝ　ありがとう〜！
こちらこそ、えもちゃんの情熱的にお仕事を楽しむ姿にパワーをもらっているよ！
山梨でえもちゃんとイベントできる夏が楽しみでしょうがないよー！
これからもよろしくね！",Shinymas,,Idolm@ster,,Liella!,,Lovelive!,
45,46,"お誕生日おめでとう🎂！！
ぴよちゃんと話すと脳がキラキラ活性化していつもありがたい…🙌素敵な歳を…！！！！","Happy birthday! !
Speaking to Piyo-chan, my brain is sparkling and revitalizing, and I'm always grateful... I'm so grateful for this wonderful age...! ! ! !",0.9521,Sat Jun 21 11:15:55 +0000 2025,"お誕生日おめでとう！！
ぴよちゃんと話すと脳がキラキラ活性化していつもありがたい…素敵な歳を…！！！！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
46,45,"りょこちゃん！！😭✨
ありがとう！！！全く同じ気持ちだよ！！！りょこちゃんと話す時間も、りょこちゃんのことも大っ好きだー！🤍
素敵な歳にするので、これからもたくさん遊んでくれたら嬉しいです☺️🌻✨","Ryoko-chan! !
thank you! ! ! I feel exactly the same! ! ! I really love the time I talk to Ryoko and Ryoko!
I'm going to be a wonderful age, so I hope you'll continue to play a lot in the future.",0.9548,Sat Jun 21 11:37:35 +0000 2025,"りょこちゃん！！
ありがとう！！！全く同じ気持ちだよ！！！りょこちゃんと話す時間も、りょこちゃんのことも大っ好きだー！
素敵な歳にするので、これからもたくさん遊んでくれたら嬉しいです",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
47,48,私も超うれしいっ😘😘😘,I'm super happy too,0.8225,Sat Jun 14 09:47:23 +0000 2025,私も超うれしいっ,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
48,47,"一緒だ〜っ☺️✨✨✨
もっと増えるといいな、おそろっち！","It's the same
I hope there will be more, matching ones!",0.4926,Sun Jun 15 14:00:04 +0000 2025,"一緒だ〜っ
もっと増えるといいな、おそろっち！",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
38,50,夏葉だけ優しいので来てくれました。うちの悪い子は...…,Only Natsuha came because it was kind. My bad boy...,0.0258,Wed Jun 11 15:30:21 +0000 2025,夏葉だけ優しいので来てくれました。うちの悪い子は...…,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
50,38,私のところにも摩美々が先に来たよ……もしかして本当は私たちが踊らされてるのかな…………,Mami came first to me too... I wonder if we're actually being made to dance...,0.0,Wed Jun 11 15:48:01 +0000 2025,私のところにも摩美々が先に来たよ……もしかして本当は私たちが踊らされてるのかな…………,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
43,53,ちゅっ,chuck,0.0,Sun Jun 15 03:32:32 +0000 2025,ちゅっ,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
53,43,👮,,0.0,Sun Jun 15 05:07:47 +0000 2025,,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
37,53,え！？！？！？！？！？！？！？！？！？！？！？！まじか誰LINEください,"What! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! Seriously, who should I send you LINE",0.5897,Wed Jun 04 09:02:45 +0000 2025,え！？！？！？！？！？！？！？！？！？！？！？！まじか誰LINEください,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
53,37,LINEしました！,I've used LINE!,0.0,Wed Jun 04 11:07:22 +0000 2025,LINEしました！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
43,53,むちゅっ,much,0.0,Thu Apr 17 14:03:59 +0000 2025,むちゅっ,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
45,53,HAFだ！！,It's HAF! !,0.0,Fri Mar 21 07:00:56 +0000 2025,HAFだ！！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
53,45,涼子もHAF仲間？！！！！！！嬉しいーーーーー！！！,Is Ryoko also a HAF member? ! ! ! ! ! ! I'm happy! ! !,0.7067,Fri Mar 21 07:17:41 +0000 2025,涼子もHAF仲間？！！！！！！嬉しいーーーーー！！！,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
53,54,"優ちゃんおめでとう！！
良い一年になりますよーに！
ご飯またいこォオオ","Congratulations Yu-chan! !
I hope it's a great year!
Come back to dinner",0.9149,Fri Jan 24 09:20:24 +0000 2025,"優ちゃんおめでとう！！
良い一年になりますよーに！
ご飯またいこォオオ",Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
37,58,待って愛じゃん,"Wait, it's love",0.6369,Sun May 18 00:26:25 +0000 2025,待って愛じゃん,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
58,37,愛ではある🫶🏻,It's love,0.6369,Sun May 18 05:57:00 +0000 2025,愛ではある,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
61,60,私の捨てないでね。,Don't throw me away.,0.0,Mon May 12 14:32:10 +0000 2025,私の捨てないでね。,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
60,61,一年以内に更新してくれたら捨てないよ。,"If they update within a year, I won't throw it away.",0.0,Mon May 12 14:39:01 +0000 2025,一年以内に更新してくれたら捨てないよ。,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
46,61,弟のワイ自慢のねーちゃん、ぜひ何度でもご堪能くださいませ☺️✨,"My little brother, my proudest sister, please enjoy it again and again",0.8332,Fri Jun 27 06:24:39 +0000 2025,弟のワイ自慢のねーちゃん、ぜひ何度でもご堪能くださいませ,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
61,46,ありがたく頂戴いたします🙇‍♀️,Thank you,0.3612,Fri Jun 27 07:29:42 +0000 2025,ありがたく頂戴いたします,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
59,61,Ozawaの「O」かと思ってたごめんwwwww,"Sorry I thought it was Ozawa's ""O"" lol",0.3612,Mon Jun 09 13:30:52 +0000 2025,Ozawaの「O」かと思ってたごめんwwwww,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
61,59,だから撮影中なんか噛み合ってない気がしてたんだ😂😂笑,So I thought it wasn't working properly while filming lol,0.4215,Mon Jun 09 13:31:37 +0000 2025,だから撮影中なんか噛み合ってない気がしてたんだ笑,Shinymas,,Idolm@ster,,Shinymas,,Idolm@ster,
66,64,渋谷デート！！！する！！！！！！💖💖💖,Shibuya date! ! ! do! ! ! ! ! !,0.0,Tue Jun 03 12:41:29 +0000 2025,渋谷デート！！！する！！！！！！,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
64,66,やった！！！！！！！！！😊🎶💓,Yes! ! ! ! ! ! ! ! !,0.5951,Wed Jun 04 14:09:13 +0000 2025,やった！！！！！！！！！,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
66,64,ありがとう🥹💗ことねちゃんの衣装めちゃかわいくて描くの楽しかった〜〜！🥰✏️,Thank you Kotone-chan's costume was so cute and it was fun to draw it!,0.8738,Fri May 16 11:54:13 +0000 2025,ありがとうことねちゃんの衣装めちゃかわいくて描くの楽しかった〜〜！,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
64,66,"オーロラカラーまで完璧です👏🏻🫧✨✨
清夏とことね、ポーズとウィンク対になってるのも好き😉✌🏻💚💛.⋆𖤐","Perfect even for the aurora colour
I also like Kiyoka and the couple pose and wink.⋆𖤐",0.7351,Fri May 16 12:47:36 +0000 2025,"オーロラカラーまで完璧です
清夏とことね、ポーズとウィンク対になってるのも好き.⋆𖤐",Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
27,64,"ボイスメッセージ嬉しかった...🥰
ありがとうございます！
ぜひまた一緒に🫶🏻🫶🏻","I was happy with the voice message...
thank you!
Please come and join us again",0.8748,Tue Apr 08 13:23:07 +0000 2025,"ボイスメッセージ嬉しかった...
ありがとうございます！
ぜひまた一緒に",Hasunosora,,Lovelive!,,Gakumas,,Idolm@ster,
64,27,"なっすちゃんへの想いが溢れて長尺になりtake10回目くらいでようやく録れたよ🫠笑

パワー型が欲しかったらいつでも呼んでください！！(？)🎮🔥🔥","My feelings for Nassu-chan were overflowing and it became a long time, and I finally recorded it after about the 10th take lol

If you want a power type, please call us anytime! ! (?)",0.717,Tue Apr 08 13:43:12 +0000 2025,"なっすちゃんへの想いが溢れて長尺になりtake10回目くらいでようやく録れたよ笑

パワー型が欲しかったらいつでも呼んでください！！(？)",Gakumas,,Idolm@ster,,Hasunosora,,Lovelive!,
43,68,とっても素敵だね、いつか詳しく聞かせてね,"That's so wonderful, let me know more someday",0.6948,Mon Jun 02 13:56:03 +0000 2025,とっても素敵だね、いつか詳しく聞かせてね,Shinymas,,Idolm@ster,,Gakumas,,Idolm@ster,
68,43,はい‼️もちろんです‼️,Yes!! Of course!!,0.5951,Mon Jun 02 14:17:23 +0000 2025,はい‼もちろんです‼,Gakumas,,Idolm@ster,,Shinymas,,Idolm@ster,
65,68,"あの「お財布」また収録で持っていくからね😎👛
会うの楽しみやね😎😎😎💥","I'll bring that ""wallet"" again when I record it
I'm looking forward to meeting you",0.0,Wed Mar 19 13:32:31 +0000 2025,"あの「お財布」また収録で持っていくからね
会うの楽しみやね",Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
68,65,やったあ☺️楽しみだぜ〜😎💥,I'm looking forward to it,0.0,Wed Mar 19 13:45:24 +0000 2025,やったあ楽しみだぜ〜,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
24,70,"つむちゃんありがとう💜

サプライズ、本当にびっくりしたよ…！
母からの手紙も素敵なお声で読んでくれてありがとう😭✨","Thank you Tsumu-chan

Surprise, I was really surprised...!
Thank you for reading my letter from my mother in such a wonderful way.",0.9111,Tue May 20 16:25:44 +0000 2025,"つむちゃんありがとう

サプライズ、本当にびっくりしたよ…！
母からの手紙も素敵なお声で読んでくれてありがとう",Hasunosora,,Lovelive!,,Gakumas,,Idolm@ster,
70,24,"100点満点のかわいいリアクションをありがとう🙏🙏

こちらこそ、お母様からの大切な言葉を届ける役目を担えて光栄でした。ありがとうございます！","Thank you for your cute reaction out of 100 points

I was honored to be able to take on the role of delivering important words from my mother. thank you!",0.9168,Tue May 20 16:55:34 +0000 2025,"100点満点のかわいいリアクションをありがとう

こちらこそ、お母様からの大切な言葉を届ける役目を担えて光栄でした。ありがとうございます！",Gakumas,,Idolm@ster,,Hasunosora,,Lovelive!,
62,71,"佑芽かわいい🥰
一緒にバキバキ目指そう…！！！🥹🔥","Yume is so cute
Let's aim for a bang together...! ! !",0.6949,Sat Jun 21 13:28:03 +0000 2025,"佑芽かわいい
一緒にバキバキ目指そう…！！！",Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
71,62,バキバキになってあおちゃんのこといつか持ち上げます💪🏻💪🏻😤😤,I'll be pounding and lifting up Ao-chan someday,0.0,Sat Jun 21 14:12:51 +0000 2025,バキバキになってあおちゃんのこといつか持ち上げます,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
